2.6,6080,3.4070532,-178026.11,-92.764328,-8.42132,8.42132,0.15441,831.99323,540.1759,288.65292,581.53131,250.46191,3,6,21,83,6,30,1.561613,0,0,0,0,6,5,1.2340202,-2.5871017,-0.61753714,0.66529655,2.7370441,-2.8452437,-0.53807992,0.70794243,2.6892505,13,0.26530612,4,49,4,5373.1299,2870.9419,4,0,251.52303,2502.1882,1.0322671,20,0.76201445,0.027606251,0.28668445,-0.70548987,56.216572,9.9952621,9.3432217,0.5648796,-35.29689,2.7537346,0.03489431,34.622726,-1.063254,0.64925522,0.34694141,0.69896162,0.30103841,-0.86279231,-0.38729167,0.075654343,2.9772143,-1.3706864,-0.38457116,0.15712968,-0.52506077,-0.22733273,0.19001669,0.1854846,10.562175,26.230156,10.652003,2.5822284,-6.3417263,14.988973,0.66948301,9.690917,6.6912532,1.9265902,0.66780716,17.59429,10.022727,7.2374568,8,0,3,2.425,-5.9406199,0,0.55230105,0.61849648,27,0,13,5,0.055985354,0.084361799,107.43359,88.381432,26.675907,43.095066,62.122295,0,69.49427,54.267685,21.480452,0.76847947,0.44969195,0.12720096,0.55030805,0.1043196,267.79144,137.87044,327.70828,0.5,1,13313.673,6774.6118,5920.1265,6096.8789,1296.6671,9.9469995,-9.9460001,0.099537499,0.61814189,0.50344497,0.15509185,0.38185808,0.49655506,0.22676623,368.10333,92.357162,227.39639,135.03923,0,4.6690621,5,0.17777778,1.67451,127.2011,24.159449,128.16226,9.5567245,56.605217,0,251.29286,37.736813,5.2434282,28.509541,52.80703,30.728027,70.511475,340.91779,39.474712,3.1814144,1.4782563,183.64,0.27953976,54.267685,51.798122,3.2774274,0.080682144,2.5715714,2.3109403,1.4552058,0.76978612,0.43675026,0.19736086,1197,349,198.875,109.375,1.118034,0.70710677,1.6583124,6.1032777,0.70710677,6.5764732,-2.8713405,-8.8875427,1.3457314,317.5,424.625,338.375,175.125,86,38.875,15.625,7.75,0.22958931,0.1123972,1.212256,1.3083025,1.4311113,1.4536346,1.1445551,0.21906537,0.53631699,1.1406255,1.7430494,2.069108,2.859144,2.9108949,2.6451879,1.6378992,1893.875,1197,260.125,772.375,297.5,85,7.25,0.625,0,7778
103,59290,6.8668108,-169979.31,-52.679199,-9.3247499,9.3247499,-0.0374,881.99811,532.69037,349.30774,639.56219,242.43588,3,6,18,80,5,29,1.5415024,0,0,0,0,5,5,1.3794951,-2.5672734,-0.64227515,0.6752165,2.7337761,-2.7947614,-0.53807992,0.75218117,2.6907787,13,0.28260869,5,46,4,5343.417,3503.906,4,0,183.3826,1839.5109,1.0310249,21,1.8716489,-1.2009259,-1.429973,0.12658399,30.9445,16.693333,-31.115246,0.21860379,-35.049187,4.0892591,0.23531383,29.124128,11.934422,0.60395861,0.39604139,0.72512877,0.2748712,-0.83943754,-0.38982889,0.079396814,2.9280269,-1.3706614,-0.36940631,0.15580606,-0.52493495,-0.22444609,0.19305076,0.055110946,10.609063,23.968708,11.068203,2.9575264,-6.2858009,14.332213,0.67020816,9.690896,6.6898303,1.9255939,0.66913408,17.788361,10.5,7.513998,7,0,2,2.5510001,-6.0950699,0,0.15209675,0.91700888,24,0,13,4,0.059988976,0.088196933,66.756035,100.05816,23.529947,34.476051,49.172764,12.949531,57.239368,54.267685,21.343561,0.76621777,0.51295775,0.12833884,0.48704222,0.10544337,302.21072,137.73354,286.9425,0.47619048,0.90909094,19906.891,2926.6492,9720.626,9363.2744,822.9892,10.031,-10.031,0.098694049,0.61922854,0.5314756,0.16619194,0.38077146,0.46852437,0.21457952,364.8205,97.912514,224.33273,126.42022,0,5.8399744,4,0.20930232,1.9749399,127.2011,24.159449,107.39477,9.5567245,40.922386,0,247.00458,41.718781,37.344223,28.509541,36.0215,33.913601,65.794373,322.47821,39.474712,2.1850564,1.2936356,167.85001,0.28536221,54.267685,51.798122,1.2726606,0.075181991,2.5712559,2.2372422,1.3709698,0.70867324,0.3351616,0.13260463,1277.625,372.625,191.375,96.375,0.5,0.70710677,0.86602539,0.5,0.5,0.70710677,-3.2548859,-6.868247,1.441898,382.375,477.375,397.125,184.25,71.875,25,6.125,1.375,0.17449345,0.071510956,0.74841428,0.70775664,1.2498008,0.96493173,1.0449786,0.22710201,0.3239134,0.40643591,0.81336164,1.2995881,3.1262436,4.7034283,6.2273097,1.5340581,1974.625,1205,238.375,727.625,229.125,54.125,6,1.25,0.125,7049
0.535,56010,3.8077946,-180946.78,-53.72184,-8.4702396,8.4702396,0.10029,822.97668,470.28915,349.84152,561.73022,261.24649,3,6,21,84,6,31,1.5582036,0,0,0,0,6,5,1.2705523,-2.5803187,-0.64505106,0.69874078,2.736784,-2.8187535,-0.54641557,0.72132796,2.6892815,13,0.25999999,5,50,4,4869.8442,3622.259,4,0,120.44765,1247.5852,1.0439664,19,1.4159751,-1.2329293,0.28180465,0.63675481,42.134239,26.273447,-36.506042,0.38141176,-29.645748,3.6564815,0.026274353,46.045166,2.2837763,0.57144898,0.42509288,0.68255907,0.31744093,-0.86279559,-0.41449657,0.080467999,2.9866791,-1.3705812,-0.36745107,0.14980946,-0.52506053,-0.23462896,0.19305076,0.22524053,10.609236,26.05591,10.854416,3.0818448,-6.7760496,15.885563,0.66950691,9.6909199,6.6912065,1.9265575,0.66785085,17.779593,9.8355389,7.1792936,8,0,3,2.9170001,-6.3849702,0,0.42750636,0.87791485,28,0,13,5,0.055957127,0.082846761,92.410042,100.05816,23.529947,43.095066,62.122295,0,69.49427,54.267685,21.480452,0.77446657,0.47454411,0.12391153,0.52545589,0.10162189,290.09271,137.87044,321.21552,0.47368422,0.89999998,13912.401,5159.6992,2983.4009,7630.4795,3298.521,10.355,-10.354,0.095615223,0.59153557,0.5162859,0.18756238,0.4084644,0.48371407,0.22090203,361.61057,114.65842,249.69766,135.03923,1,4.7266402,5,0.34782609,2.4562399,127.2011,24.159449,124.1803,9.5567245,40.922386,0,251.29286,41.718781,37.344223,28.509541,52.80703,33.913601,70.511475,322.04938,39.474712,2.4903255,1.8459753,183.64,0.27463716,54.267685,51.798122,2.9730215,0.085995279,2.549129,2.1799989,1.3904519,0.74135327,0.38126633,0.16790484,1186.5,367.75,188.25,103,6.041523,0.5,6.1032777,0.5,9.8234415,10.062305,-3.0003257,-7.5056143,1.352223,335,406.375,367.625,185.5,82,33.125,11.75,3.125,0.197714,0.089057043,1.1483829,1.5504385,1.6784641,1.3362982,1.3281568,0.2805447,0.63038766,0.92006713,1.4267653,1.7314312,2.1139462,2.368701,3.9055626,1.6416179,1854.5,1140.75,244.125,734.375,244.125,58.625,5.125,0,0,8045
15.7,10980,1.3309259,-172899.34,-61.890701,-9.0528698,9.0528698,0.20748,845.37817,498.63177,346.7464,642.44788,202.93031,3,6,18,81,5,30,1.5380871,0,0,0,0,5,5,1.4193401,-2.5657182,-0.64505106,0.69765663,2.733737,-2.7933521,-0.53915435,0.74988621,2.6908033,13,0.27659574,6,47,4,5205.2173,3619.3391,4,0,151.88536,1585.8781,1.0319619,20,1.3726233,0.24220377,-0.29792032,1.3178298,25.716572,19.29318,-44.638588,0.078067899,-50.263844,3.7928081,0.09758532,39.149136,8.0419664,0.58983278,0.41016722,0.7599532,0.24004677,-0.83943838,-0.41412637,0.080468006,2.9361539,-1.3705828,-0.36716324,0.14845912,-0.52493453,-0.23087546,0.19305076,0.11238515,10.654295,23.807762,11.276721,3.4542179,-6.7184229,15.228791,0.67021608,9.6908913,6.689815,1.9255829,0.6691485,17.953136,10.25,7.4335418,7,0,2,3.043,-6.5394201,0,0.31765413,0.82741559,25,0,13,4,0.059234317,0.086564004,51.732491,111.73489,20.383986,34.476051,49.172764,12.949531,57.239368,54.267685,21.343561,0.77232683,0.53641742,0.12498517,0.46358261,0.10268798,324.51199,137.73354,280.44971,0.5,1,14667.181,4343.999,9497.0527,3907.4878,1262.6394,10.439,-10.438,0.094845757,0.59231472,0.54371881,0.19871303,0.40768531,0.45628119,0.20897226,358.32773,120.21378,246.634,126.42022,1,4.9620314,4,0.38636363,2.75667,127.2011,24.159449,103.4128,9.5567245,25.239555,0,247.00458,45.700748,69.445015,28.509541,36.0215,37.099178,65.794373,303.6098,39.474712,2.6532662,1.4330465,167.85001,0.28022119,54.267685,51.798122,2.9204824,0.094673857,2.5016551,2.0599749,1.1593558,0.55294764,0.30714136,0.15416379,1247.625,388.5,195.375,104.125,8.2006102,0.5,7.8740077,1.2247449,4.1231055,4.6368093,-2.6690321,-8.8430243,1.3917438,287.375,325.625,300.125,157.375,76.125,37.25,17.875,7.375,0.16552214,0.089325845,0.75128722,1.0750926,1.2394574,1.0546908,1.537524,1.0319891,1.7693193,2.2153723,2.3016508,2.0379021,2.2579482,3.0623593,3.6744359,1.588908,1761.125,1007.375,191.75,681.75,188.25,34.375,2.5,0.25,0,7318
13.7,17040,5.0200295,-191828.39,-112.79488,-8.46597,8.46597,-0.22497,884.45233,513.87311,368.04507,588.75824,295.69409,3,6,21,84,6,32,1.6376258,0,0,1,0,6,5,1.274565,-2.5802343,-0.64210075,0.69954515,2.7367852,-2.8187549,-0.54605806,0.75480264,2.6892812,13,0.25490198,5,51,4,5341.1973,3825.4607,4,0,145.82803,1515.7366,1.0612273,20,1.6189156,0.89795202,-1.291445,0.383066,34.695812,13.963202,-21.63249,0.42648825,-40.110714,3.2555892,0.10761397,33.692242,4.9907818,0.58100712,0.41612768,0.66567552,0.33432451,-0.86279559,-0.42872187,0.082721904,2.9877317,-1.3705809,-0.36793974,0.16445385,-0.52506053,-0.23462971,0.19305076,0.11175032,11.005338,26.638714,11.420185,3.1346176,-6.8762813,16.024561,0.6694994,9.6909246,6.6912212,1.9265682,0.6678372,17.96875,10.078769,7.3418746,8,0,3,3.0699999,-6.6799502,0,0.23171398,0.90192354,28,0,13,5,0.055114646,0.081599429,92.410042,95.792778,32.550793,43.095066,62.122295,0,94.004082,54.267685,21.480452,0.75674057,0.47058347,0.14236526,0.5294165,0.10089417,289.74646,149.77907,325.97098,0.5,1,18872.027,4099.021,14588.968,2506.7898,1776.269,10.394,-10.394,0.095247261,0.59446061,0.51202637,0.18621923,0.40553936,0.48797363,0.21932013,366.01974,114.65842,249.69766,135.03923,1,5.4272084,5,0.36170211,2.59534,127.2011,24.159449,133.30132,9.5567245,40.922386,0,233.64967,41.718781,52.304337,43.469654,61.928047,33.913601,70.511475,304.40619,39.474712,2.1094942,1.6365594,183.64,0.26991972,54.267685,51.798122,2.6470153,0.06838917,2.576607,2.3486526,1.619229,0.79189837,0.375999,0.14655127,1167.25,332.75,187.25,113.875,0.5,0.5,0.70710677,0.70710677,0.5,0.5,-3.1110466,-7.4677763,1.4067662,391.75,509.875,433.875,198.375,79.75,29.125,8.5,1.5,0.19955979,0.085152164,0.85403687,0.82942629,0.83734858,1.6190939,1.8907417,0.45467004,0.4871605,0.62565142,1.3720574,1.9599885,2.8409443,5.1834526,8.5232153,1.5945357,2020,1335.625,267.5,825.75,282.875,69.125,5.5,0.375,0,8534
3.49,5820,4.2065582,-189249.69,-62.789211,-8.17239,8.17239,0.0086,867.77417,529.57751,335.20041,575.69379,292.08035,4,6,21,84,6,32,1.6376258,0,1,0,0,6,5,1.2855015,-2.5799983,-0.64733285,0.68922371,2.7367918,-2.8187273,-0.54630035,0.72138,2.6892836,13,0.25490198,5,51,4,5497.5439,3479.7153,4,0,194.37711,2017.8287,1.0657547,19,1.2046964,1.047047,-0.167448,0.57179302,33.648514,20.75098,-32.588242,0.14352705,-51.050343,3.6241777,0.11639798,40.038765,1.6793032,0.6102711,0.3862761,0.6634143,0.33658567,-0.86279517,-0.42423025,0.073043749,2.987684,-1.37058,-0.360874,0.14981018,-0.52506053,-0.23448512,0.19737767,0.1321893,10.852942,25.760227,10.541091,3.8079953,-7.4723597,16.109468,0.66949981,9.6909237,6.6912203,1.9265674,0.66783804,17.96875,9.8677006,7.9146519,8,0,3,3.507,-7.1192598,0,0.33813664,0.84911633,28,0,13,5,0.056118708,0.083085783,96.929794,95.792778,23.529947,43.095066,62.122295,0,81.749176,54.267685,21.480452,0.78077167,0.48882943,0.12044742,0.51117057,0.098780923,307.41977,137.87044,321.46988,0.47368422,0.89999998,17381.543,5374.1719,11350.073,3748.4246,2283.0459,10.381,-10.381,0.095366538,0.60295475,0.52940428,0.18231884,0.39704528,0.47059572,0.21472643,379.19199,114.65842,249.69766,135.03923,1,5.1428633,5,0.36170211,3.1096399,127.2011,24.159449,124.1803,9.5567245,40.922386,3.5006065,233.64967,41.718781,76.492867,28.509541,52.80703,37.414207,70.511475,304.40619,39.474712,2.6349056,1.6090058,183.64,0.26991972,54.267685,51.798122,3.6056378,0.077891298,2.6055541,2.4180026,1.4917641,0.73146099,0.36463153,0.13417406,1270.375,365.25,223.375,115.75,0.5,1.118034,0.70710677,0.5,7.8898668,8.031189,-3.5552742,-7.4374471,1.3727105,332.625,427.875,357.5,165.25,69.625,26.75,8.75,2.875,0.18027449,0.074715912,1.2955369,1.3011616,1.6338158,1.749679,1.6085434,0.80259919,1.0785077,1.6924964,2.0994258,2.4637382,3.6797688,5.8027959,6.0781612,1.6342014,2017.125,1289.5,241.75,861.625,297.5,76.5,6.125,0.25,0,8454
5.48,14930,3.5435188,-189250.69,-29.24271,-8.4781704,8.4781704,-0.24450999,869.06787,475.65457,390.67068,575.01538,294.05246,4,6,21,84,6,32,1.6376258,0,1,0,0,6,5,1.2798309,-2.5802283,-0.64739257,0.6904242,2.7367854,-2.8187494,-0.54635656,0.73832816,2.6892819,13,0.25490198,5,51,4,4937.77,4055.5522,4,0,84.983902,882.21783,1.065107,19,1.3338271,0.49182099,-1.202415,-0.302333,44.902515,24.830404,-28.874743,0.31865099,-41.898769,3.9163549,0.82467192,42.363739,2.3481083,0.54731578,0.4495284,0.66164613,0.33835384,-0.86279553,-0.42604211,0.07590434,2.9873273,-1.3705808,-0.36744455,0.15614399,-0.52506053,-0.23462322,0.19744448,0.39710233,10.860866,25.819096,10.616769,3.7891448,-7.455296,16.109499,0.66950685,9.690918,6.6912065,1.9265577,0.66785079,17.96875,10.078769,7.9146519,8,0,3,3.546,-7.1192598,0,0.60712212,0.88312215,28,0,13,5,0.056179274,0.083175652,96.929794,95.792778,23.529947,43.095066,62.122295,0,94.004082,54.267685,21.480452,0.78077167,0.48882943,0.12044742,0.51117057,0.098780923,307.41977,137.87044,321.46988,0.47368422,0.89999998,14746.696,7190.4956,7553.2993,3182.4082,4010.9893,10.381,-10.381,0.095366538,0.60295475,0.52940428,0.18231884,0.39704528,0.47059572,0.21472643,379.19199,114.65842,249.69766,135.03923,1,4.7370524,5,0.21276596,3.1096399,127.2011,24.159449,124.1803,9.5567245,40.922386,3.5006065,233.64967,41.718781,76.492867,28.509541,52.80703,37.414207,70.511475,304.40619,39.474712,2.4918489,2.2648644,183.64,0.26991972,54.267685,51.798122,4.1176949,0.088907398,2.5123601,2.2012131,1.3286705,0.72388303,0.38927805,0.1694279,1256.875,392.25,212,118,6.78233,0.5,6.8738637,0.70710677,0.86602539,0.5,-3.4739192,-9.3408861,1.38245,330.875,401.25,330.5,174.5,84,37.75,18.5,7.625,0.20937076,0.098538168,1.3791753,1.7417372,2.2284086,1.8681338,1.6989955,0.34655985,1.1571567,1.911528,2.3980572,2.6345906,3.4568691,4.2957692,5.5932827,1.6345168,1946.625,1206,261.5,804.75,305,87,7.75,0.625,0,8494
4.83,10200,4.7520361,-191931.06,-105.7108,-8.2146101,8.2146101,0.12459,976.88861,622.27277,351.22287,694.64911,282.2395,3,7,21,88,6,32,1.5729092,0,0,0,0,6,6,1.2749783,-2.5803173,-0.64263815,0.69437563,2.7367849,-2.8187518,-0.53807992,0.70641345,2.6892822,14,0.26923078,5,52,4,6575.5562,3711.0208,4,0,271.04987,2864.5352,1.0404495,21,1.5694929,0.29079956,0.28878152,1.5150409,31.707964,16.44838,-29.495266,0.1908043,-53.524261,3.7296689,4.2624955,31.985325,8.8490524,0.6369946,0.35953218,0.71108323,0.28891677,-0.86279565,-0.4349651,0.082492054,2.9985323,-1.3705831,-0.36581913,0.14248657,-0.52506053,-0.2302327,0.19305076,0.17659163,11.557255,27.335022,12.136852,2.9879224,-6.8361673,16.073162,0.66950691,9.6909199,6.6912065,1.9265575,0.66785091,18.662413,10.332031,7.8431749,8,0,3,2.8729999,-6.4353499,0,0.3406406,0.89116067,28,0,14,5,0.053291626,0.078900374,117.4077,117.04745,23.529947,43.095066,62.122295,0,94.004082,54.267685,23.984209,0.78187323,0.43562141,0.12159524,0.56437856,0.09653154,280.34155,140.37419,363.20245,0.47619048,0.90909094,20845.557,6363.3296,11250.005,6364.856,3230.6965,10.567,-10.566,0.093696766,0.60810542,0.47527236,0.18205775,0.39189458,0.52472764,0.20983681,391.34262,117.16219,252.20142,135.03923,1,5.6510954,5,0.375,2.4648399,138.20099,24.159449,124.1803,9.5567245,76.306252,0,233.64967,41.718781,42.58765,39.50943,52.80703,39.157032,70.511475,304.40619,39.474712,2.7626934,2.0433314,192.87,0.26537687,56.771439,51.798122,2.8106713,0.089179963,2.4957662,2.1384854,1.3158654,0.64889908,0.32864705,0.13493727,1435.25,430.5,226.125,123,1.8708287,1.2247449,0.70710677,0.70710677,1.4142135,0.70710677,-3.1723673,-8.012641,1.510874,339.25,462.625,382.125,190.625,84.5,34.625,14,4.625,0.1658031,0.075613908,0.81579363,1.0721889,0.99059057,1.2511926,1.4280713,0.58140391,0.93147326,1.3261095,1.7197098,1.9090877,2.7733572,3.5628605,4.4487123,1.5152848,2128.375,1294.375,251.75,831.75,269.375,61.125,4.25,0.375,0,9070
7.73,18690,6.5937614,-198660.06,-76.850708,-8.4762001,8.4762001,-0.00457,890.99689,554.31238,333.81592,547.40057,343.59634,3,8,21,87,6,31,1.6073135,0,0,0,0,6,7,1.144237,-2.5801468,-0.64090008,0.65718091,2.7367895,-2.8187437,-0.56375593,0.7187503,2.6892855,13,0.24074075,5,54,4,5974.3789,3597.8679,4,0,220.49649,2376.5112,1.0704154,20,1.958428,-0.57971603,-0.800843,-1.690568,46.870903,32.338169,-33.220951,0.13983181,-43.669819,4.8397455,0.047213893,43.763908,-0.98979789,0.62212604,0.37465441,0.61436868,0.38563135,-0.86279553,-0.44375286,0.073040724,3.0058174,-1.370582,-0.38098454,0.14727551,-0.52506077,-0.23462272,0.17814568,0.23344417,12.319571,27.595016,12.377708,2.41976,-6.7579894,16.247145,0.6694994,9.6909246,6.6912212,1.926568,0.66783726,17.883623,9.5737581,7.3767042,8,0,3,2.622,-6.3400698,0,0.48693117,0.79756254,32,0,13,5,0.050928537,0.075401723,92.410042,100.05816,40.446987,64.296341,62.122295,0,94.004082,54.267685,26.487965,0.77318233,0.42956024,0.12819898,0.57043976,0.098618679,270.59042,142.87794,359.33383,0.5,1,15627.11,6661.7188,5802.6089,7386.2305,2438.271,10.778,-10.778,0.091853775,0.56200057,0.47006848,0.18996878,0.4379994,0.52993155,0.24803062,354.01779,119.66594,275.90643,156.24051,1,4.8413081,6,0.22448979,2.1849401,149.20088,24.159449,124.1803,9.5567245,40.922386,0,216.00648,41.718781,47.831078,50.509315,52.80703,44.400459,70.511475,286.763,62.458824,2.8578839,1.8135942,202.10001,0.26468241,59.275196,80.106575,3.7496076,0.081202917,2.5521348,2.3030369,1.5480937,0.78943086,0.35858941,0.14662372,1186.125,345.25,181.875,100.125,0.70710677,0.5,0.5,8.6168442,0.5,8.7464275,-3.2644408,-7.2453103,1.401767,372.25,500.375,428.625,192.25,74.875,29.5,10.875,2.75,0.19366626,0.085893229,0.76942575,1.1757802,1.509198,1.1647164,1.5169896,0.52682221,0.95283759,1.3372751,2.0986543,2.7471764,3.1865704,4.022181,4.3194265,1.6140487,2035.5,1320.875,265.875,820.5,285.375,73.625,6.5,0.5,0,9479
0.221,50010,2.8168268,-181778.92,-83.706444,-8.5490303,8.5490303,0.040479999,810.30121,465.71161,341.95825,549.40857,260.8927,3,6,20,81,6,27,1.6040246,0,0,0,0,6,6,1.2637612,-2.5781307,-0.62307042,0.67935246,2.7368402,-2.8186595,-0.54794544,0.71747363,2.6892793,13,0.26530612,5,49,4,4699.0303,3450.3589,4,0,123.75335,1248.6713,1.0595539,18,1.3555447,-1.19627,-0.60640502,-0.19675501,63.012814,53.812286,-33.775795,-0.25220463,-46.967365,4.040031,0.028878523,46.112965,-6.9244714,0.57473886,0.42201373,0.67803001,0.32197002,-0.86279166,-0.42534924,0.092245601,2.9689109,-1.3705747,-0.37092125,0.14980876,-0.52506053,-0.23482087,0.19517365,0.24278708,10.939471,26.130285,10.762503,2.4755142,-6.2664757,15.090035,0.6694684,9.6909208,6.6912818,1.9266105,0.66778052,17.088007,9.3727808,7.0291958,8,0,3,1.632,-6.1365399,0,0.50946647,0.80367887,27,0,13,5,0.053714167,0.10105785,92.410042,102.62093,39.399815,43.095066,62.122295,0,91.79554,54.267685,23.984209,0.76338959,0.4274995,0.13189898,0.57250047,0.10471144,253.62321,140.37419,339.64813,0.5,1,13091.463,5766.7461,4397.3979,4286.0635,4408.0015,10.09,-10.09,0.098116949,0.57489705,0.51595908,0.19748498,0.42510295,0.48404095,0.22761798,341.06995,117.16219,252.20142,135.03923,1,4.6224771,5,0.24444444,2.0492401,127.2011,24.159449,124.1803,11.819971,50.429733,0,218.26973,41.718781,37.344223,28.509541,52.80703,36.176849,70.511475,289.02625,39.474712,2.6727304,1.7776901,196.78,0.27953976,54.267685,84.818871,3.3323939,0.083869562,2.5684609,2.2304776,1.3792158,0.68894976,0.39258021,0.20531128,1198.125,349,186.375,102.25,0.5,0.5,0.70710677,0.86602539,0.5,0.70710677,-2.7406199,-10.446967,1.3572035,303.25,376.875,324.625,174.125,95,51.75,27,11.75,0.22920792,0.13189448,1.0336171,1.1326106,1.1855999,1.0238297,1.4558274,0.36071593,0.55096221,0.85303378,1.6065359,2.2904403,3.4547303,4.049068,4.4706159,1.6181101,1834.75,1122,239.75,745.125,256.25,65.625,3.25,0,0,7599
